bit_index,row_id,keep_mask,output
1246,19,30,D0.1
1247,19,31,D0.1
1249,19,33,D0.5
1251,19,35,D0.4
1253,19,37,D0.3
1255,19,39,D0.3
1256,19,40,D0.0
1257,19,41,D0.5
1258,19,42,D0.2
1259,19,43,D0.2
1260,19,44,D0.0
1261,19,45,D0.2
1262,19,46,D0.2
1263,19,47,D0.2
1265,19,49,D0.5
1267,19,51,D0.4
1269,19,53,D0.3
1271,19,55,D0.3
1272,19,56,D0.0
1273,19,57,D0.5
1274,19,58,D0.4
1275,19,59,D0.4
1276,19,60,D0.0
1277,19,61,D0.5
1278,19,62,D0.0
1279,19,63,D0.1
1281,20,1,D0.5
1283,20,3,D0.4
1285,20,5,D0.3
1287,20,7,D0.3
1288,20,8,D0.2
1289,20,9,D0.5
1290,20,10,D0.2
1291,20,11,D0.2
1292,20,12,D0.2
1293,20,13,D0.2
1294,20,14,D0.2
1295,20,15,D0.2
1297,20,17,D0.5
1299,20,19,D0.4
1301,20,21,D0.1
1303,20,23,D0.1
1304,20,24,D0.1
1305,20,25,D0.5
1306,20,26,D0.1
1307,20,27,D0.4
1308,20,28,D0.1
1309,20,29,D0.1
1310,20,30,D0.1
1311,20,31,D0.1
1313,20,33,D0.5
1315,20,35,D0.4
1317,20,37,D0.3
1319,20,39,D0.3
1320,20,40,D0.0
1321,20,41,D0.5
1322,20,42,D0.4
1323,20,43,D0.4
1324,20,44,D0.0
1325,20,45,D0.5
1326,20,46,D0.0
1327,20,47,D0.2
1329,20,49,D0.5
1331,20,51,D0.4
1333,20,53,D0.5
1335,20,55,D0.3
1336,20,56,D0.0
1337,20,57,D0.5
1338,20,58,D0.4
1339,20,59,D0.4
1340,20,60,D0.0
1341,20,61,D0.5
1342,20,62,D0.0
1343,20,63,D0.3
1345,21,1,D0.5
1347,21,3,D0.4
1349,21,5,D0.3
1351,21,7,D0.3
1352,21,8,D0.2
1353,21,9,D0.5
1354,21,10,D0.2
1355,21,11,D0.2
1356,21,12,D0.2
1357,21,13,D0.2
1358,21,14,D0.2
1359,21,15,D0.2
1361,21,17,D0.5
1362,21,18,D0.4
1363,21,19,D0.4
1364,21,20,D0.1
1365,21,21,D0.3
1366,21,22,D0.1
1367,21,23,D0.3
1368,21,24,D0.1
1369,21,25,D0.5
1370,21,26,D0.1
1371,21,27,D0.4
1372,21,28,D0.1
1373,21,29,D0.1
1374,21,30,D0.1
1375,21,31,D0.1
1377,21,33,D0.5
1378,21,34,D0.4
1379,21,35,D0.4
1380,21,36,D0.3
1381,21,37,D0.3
1382,21,38,D0.3
1383,21,39,D0.3
1384,21,40,D0.0
1385,21,41,D0.5
1386,21,42,D0.4
1387,21,43,D0.4
1388,21,44,D0.0
1389,21,45,D0.2
1390,21,46,D0.2
1391,21,47,D0.2
1392,21,48,D0.0
1393,21,49,D0.5
1394,21,50,D0.4
1395,21,51,D0.4
1396,21,52,D0.0
1397,21,53,D0.3
1398,21,54,D0.3
1399,21,55,D0.3
1400,21,56,D0.0
1401,21,57,D0.5
1402,21,58,D0.4
1403,21,59,D0.4
1404,21,60,D0.0
1405,21,61,D0.5
1406,21,62,D0.0
1407,21,63,D0.3
1409,22,1,D0.5
1411,22,3,D0.4
1413,22,5,D0.3
1415,22,7,D0.3
1416,22,8,D0.2
1417,22,9,D0.5
1418,22,10,D0.2
1419,22,11,D0.2
1420,22,12,D0.2
1421,22,13,D0.2
1422,22,14,D0.2
1423,22,15,D0.2
1425,22,17,D0.5
1427,22,19,D0.4
1429,22,21,D0.1
1431,22,23,D0.1
1432,22,24,D0.1
1433,22,25,D0.5
1434,22,26,D0.1
1435,22,27,D0.4
1436,22,28,D0.1
1437,22,29,D0.1
1438,22,30,D0.1
1439,22,31,D0.1
1441,22,33,D0.5
1443,22,35,D0.4
1445,22,37,D0.3
1447,22,39,D0.3
1448,22,40,D0.0
1449,22,41,D0.5
1450,22,42,D0.4
1451,22,43,D0.4
1452,22,44,D0.0
1453,22,45,D0.2
1454,22,46,D0.2
1455,22,47,D0.2
1457,22,49,D0.5
1459,22,51,D0.4
1461,22,53,D0.5
1463,22,55,D0.3
1464,22,56,D0.0
1465,22,57,D0.5
1466,22,58,D0.4
1467,22,59,D0.4
1468,22,60,D0.0
1469,22,61,D0.5
1470,22,62,D0.0
1471,22,63,D0.3
1477,23,5,D0.3
1479,23,7,D0.3
1484,23,12,D0.2
1485,23,13,D0.2
1486,23,14,D0.2
1487,23,15,D0.2
1492,23,20,D0.1
1493,23,21,D0.5
1494,23,22,D0.1
1495,23,23,D0.3
1500,23,28,D0.1
1501,23,29,D0.5
1502,23,30,D0.1
1503,23,31,D0.1
1504,23,32,D0.0
1505,23,33,D0.5
1506,23,34,D0.4
1507,23,35,D0.4
1508,23,36,D0.3
1509,23,37,D0.3
1510,23,38,D0.3
1511,23,39,D0.3
1512,23,40,D0.0
1513,23,41,D0.5
1514,23,42,D0.2
1515,23,43,D0.2
1516,23,44,D0.0
1517,23,45,D0.5
1518,23,46,D0.2
1519,23,47,D0.2
1520,23,48,D0.0
1521,23,49,D0.5
1522,23,50,D0.4
1523,23,51,D0.4
1524,23,52,D0.0
1525,23,53,D0.5
1526,23,54,D0.0
1527,23,55,D0.3
1528,23,56,D0.0
1529,23,57,D0.5
1530,23,58,D0.0
1531,23,59,D0.4
1532,23,60,D0.0
1533,23,61,D0.5
1534,23,62,D0.0
1535,23,63,D0.4
1541,24,5,D0.3
