remainder_degree	shift	entry
5	5	25469591679337576164668028783203796966539115145570455495476200341504*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 181930762752447223068765369070558179294141719424853880124647021740032*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 373028913417395409780395082784904201046143904368178656978667250384896*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 91207925790576481166048710266878088757310445733445770872105675522048*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 312981620503255177837812966002419609939326414440587777939925914091520*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 143332491045322724527482627207813664795811843305404399259537008230400/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
5	6	786656409335171615499904669053536477838953631792562930635416443954425166785675264*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 9159085957524439251213783632157307551522435687488469619808413760658103933926899712*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 36807900846158643232259695939571972188225454837958267945094627645733439353357598720*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 54664844958611154066018425427366799993375790586430200066713742159959201674627645440*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 3010727773884947721822633237285246983927606301762627649889662236647161355971854336*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 47928713940920286574950168402828087417196373639918130068070861598133903666385518592*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 19922057158947126809399976714584963423980165078879800967553143907704325878862315520/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
5	7	24296750185050335782281225231253744785142519428463944020563182954066991008840537799772696739840*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 416520590145903803615837076949812150190249002655643867793688864329175429469324921462243022864384*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 2692751405191587211833317967872032119748331129174604773503441463507051108771354118993573379571712*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 7941160816524443633082873448488649993783543935218135997226414328624175081079774492196498005032960*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 9379281189743696807072679480320292457666183026352737532161517510742601602835840519734690316288000*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 968844193948192450219730765470336589143517220810772310678632185969030545743233640222339059154944*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 8757286752125914363680554178715348402657503106015930119415819724175153300658846465926958524137472*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 3384299824817633627074557389647482861217063278572644493746642222010396660360292653176071483064320/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
6	1	4001504141376*n/(266453663671*n + 266453663671) - 3501316123704/(266453663671*n + 266453663671)
6	2	123191609297028467788873728*n**2/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 46196853486385675420827648*n/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 53896329067449954657632256/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482)
6	3	3804926313124101872089933994408691105792*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 4280542102264614606101175743709777494016*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 3803002981739489392006188153547964547072*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 2498665807949227773632296794583839277056/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
6	4	117519342339711482591716005307717384312802583206952960*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 426007615981454124394970519240475518133909364125204480*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 213122552902311823740473075506277201712566029265141760*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 370846208689973890965736256823708342583776061245358080*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 192961023722544150652205579558400602110556631277240320/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
6	5	3629714407519724700509521390042369066655477437473341024258507145216*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 25861715153578038491130339904051879599920276741997554797841863409664*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 52636359273054768029085536935766397833928798867356343567151993454592*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 11586903311527747081928714368735196298165509406924083000460366053376*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 46050623560298557850312417254364503036547980104600977102540717948928*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 20860551301206576912257408455172855809735867069393985228554748559360/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
6	6	112107729824660876530372872282023606030154446653402328112445213271060022697132032*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 1303252359211682689665584640278524420100545442345802064307175604276072763854159872*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 5220242662707526611487321534436462112408248849731113472073748129004527416330158080*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 7673873274322477618324548127632379500357028524579669477059837778457187903739002880*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 188212583464833440332736944599018354960589360479496384868903883351958864577691648*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 7044938866651218596871308860073138230187605707884178314031869909143387578587676672*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 2899447936465260115678625493373850907353132367180152533660972085823660563213844480/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
6	7	3462570790804231217384036066342008753426550210293950921022485862409976711340702985130482860032*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 59296524792522459597701617636106899902429672351283909522510070393770851181709538620359518978048*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 382622816260648846783984758323984157532443916928226544774062605381485048032181958188724813561856*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 1123809702582377594318080554204318145112222693368996528850070448170394418000293862084473855672320*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 1309426685127713851207816317315374039562868710484791558157347454864828454221352001197569808007168*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 185612781430677522364940937386201120005748959709580062553866954713227179252586925395816550760448*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 1286323677835097905660421106755102972338881701496909252547689797034584691648911410476644358291456*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 492549592903879680654858619357846654799332786709523644172141454288794683715830455973467038597120/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
