bit_index,row_id,keep_mask,output
2956,46,12,H.2
2957,46,13,H.2
2958,46,14,H.2
2959,46,15,H.2
2960,46,16,H.1
2961,46,17,H.5
2962,46,18,H.4
2963,46,19,H.4
2964,46,20,H.1
2965,46,21,H.3
2966,46,22,H.1
2967,46,23,H.3
2968,46,24,H.1
2969,46,25,H.5
2970,46,26,H.1
2971,46,27,H.4
2972,46,28,H.1
2973,46,29,H.5
2974,46,30,H.1
2975,46,31,H.1
2976,46,32,H.0
2977,46,33,H.5
2978,46,34,H.4
2979,46,35,H.4
2980,46,36,H.0
2981,46,37,H.3
2982,46,38,H.3
2983,46,39,H.3
2984,46,40,H.0
2985,46,41,H.5
2986,46,42,H.0
2987,46,43,H.2
2988,46,44,H.0
2989,46,45,H.5
2990,46,46,H.0
2991,46,47,H.2
2992,46,48,H.0
2993,46,49,H.5
2994,46,50,H.4
2995,46,51,H.4
2996,46,52,H.0
2997,46,53,H.3
2998,46,54,H.0
2999,46,55,H.3
3000,46,56,H.0
3001,46,57,H.5
3002,46,58,H.0
3003,46,59,H.4
3004,46,60,H.0
3005,46,61,H.5
3006,46,62,H.0
3007,46,63,H.2
3009,47,1,H.5
3010,47,2,H.4
3011,47,3,H.4
3013,47,5,H.3
3014,47,6,H.3
3015,47,7,H.3
3017,47,9,H.5
3018,47,10,H.2
3019,47,11,H.2
3020,47,12,H.2
3021,47,13,H.2
3022,47,14,H.2
3023,47,15,H.2
3024,47,16,H.1
3025,47,17,H.5
3026,47,18,H.1
3027,47,19,H.4
3028,47,20,H.1
3029,47,21,H.3
3030,47,22,H.1
3031,47,23,H.3
3032,47,24,H.1
3033,47,25,H.5
3034,47,26,H.1
3035,47,27,H.1
3036,47,28,H.1
3037,47,29,H.5
3038,47,30,H.1
3039,47,31,H.1
3041,47,33,H.5
3042,47,34,H.4
3043,47,35,H.4
3045,47,37,H.3
3046,47,38,H.3
3047,47,39,H.3
3048,47,40,H.0
3049,47,41,H.5
3050,47,42,H.0
3051,47,43,H.2
3052,47,44,H.0
3053,47,45,H.2
3054,47,46,H.0
