q,r,label
-33,84,H.0
-32,84,D.3
-31,84,D.0
-30,84,H.0
-29,84,D.2
-28,84,H.4
-27,84,H.0
-26,84,D.1
-12,84,H.0
-11,84,D.3
-10,84,D.0
-9,84,H.0
-8,84,D.2
-7,84,H.4
-6,84,H.0
-5,84,D.1
-4,84,H.0
-3,84,D.3
-2,84,D.0
-1,84,H.0
0,84,D.1
-87,85,H.5
-86,85,H.4
-85,85,H.5
-82,85,H.5
-81,85,H.4
-32,85,H.5
-31,85,H.4
-30,85,H.5
-27,85,H.5
-26,85,H.4
-11,85,H.5
-10,85,H.4
-9,85,H.5
-6,85,H.5
-5,85,H.4
-3,85,H.5
-2,85,H.4
-1,85,H.5
0,85,H.4
