q,r,label
-82,-1,H.1
-81,-1,H.2
-80,-1,H.5
-79,-1,H.1
-78,-1,H.2
-77,-1,H.5
-76,-1,H.1
-75,-1,H.2
-74,-1,H.1
-73,-1,H.2
-72,-1,H.5
-71,-1,H.1
-70,-1,H.2
-69,-1,H.1
-68,-1,H.2
-67,-1,H.5
-66,-1,H.1
-65,-1,H.2
-64,-1,H.5
-63,-1,H.1
-62,-1,H.2
-61,-1,H.1
-60,-1,H.2
-59,-1,H.5
-58,-1,H.1
-57,-1,H.2
-56,-1,H.5
-55,-1,H.1
-54,-1,H.2
-53,-1,H.1
-52,-1,H.2
-51,-1,H.5
-50,-1,H.1
-49,-1,H.2
-48,-1,H.1
-47,-1,H.2
-46,-1,H.5
-45,-1,H.1
-44,-1,H.2
-43,-1,H.5
-42,-1,H.1
-41,-1,H.2
-40,-1,H.1
-39,-1,H.2
-38,-1,H.5
-37,-1,H.1
-36,-1,H.2
-35,-1,H.1
-34,-1,H.2
-33,-1,H.5
-32,-1,H.1
-31,-1,H.2
-30,-1,H.5
-29,-1,H.1
-28,-1,H.2
-27,-1,H.1
-26,-1,H.2
-25,-1,H.5
-24,-1,H.1
-23,-1,H.2
-22,-1,H.5
-21,-1,H.1
-20,-1,H.2
-19,-1,H.1
-18,-1,H.2
-17,-1,H.5
-16,-1,H.1
-15,-1,H.2
-14,-1,H.1
-13,-1,H.2
-12,-1,H.5
-11,-1,H.1
-10,-1,H.2
-9,-1,H.5
-8,-1,H.1
-7,-1,H.2
-6,-1,H.1
-5,-1,H.2
-4,-1,H.5
-3,-1,H.1
-2,-1,H.2
-1,-1,H.5
0,-1,H.1
1,-1,H.2
2,-1,H.1
3,-1,H.2
4,-1,H.5
5,-1,H.1
6,-1,H.2
7,-1,H.1
8,-1,H.2
9,-1,H.5
10,-1,H.1
11,-1,H.2
12,-1,H.5
13,-1,H.1
14,-1,H.2
15,-1,H.1
16,-1,H.2
17,-1,H.5
18,-1,H.1
19,-1,H.2
20,-1,H.1
21,-1,H.2
22,-1,H.5
23,-1,H.1
24,-1,H.2
25,-1,H.5
26,-1,H.1
27,-1,H.2
28,-1,H.1
29,-1,H.2
30,-1,H.5
31,-1,H.1
32,-1,H.2
33,-1,H.5
34,-1,H.1
35,-1,H.2
36,-1,H.1
37,-1,H.2
38,-1,H.5
39,-1,H.1
40,-1,H.2
41,-1,H.1
42,-1,H.2
43,-1,H.5
44,-1,H.1
45,-1,H.2
46,-1,H.5
47,-1,H.1
48,-1,H.2
49,-1,H.1
50,-1,H.2
51,-1,H.5
52,-1,H.1
53,-1,H.2
54,-1,H.1
55,-1,H.2
57,-1,H.1
58,-1,H.2
59,-1,H.5
60,-1,H.1
61,-1,H.2
62,-1,H.1
63,-1,H.2
64,-1,H.5
65,-1,H.1
66,-1,H.2
67,-1,H.5
68,-1,H.1
69,-1,H.2
70,-1,H.1
71,-1,H.2
72,-1,H.5
73,-1,H.1
74,-1,H.2
75,-1,H.1
76,-1,H.2
78,-1,H.1
79,-1,H.2
80,-1,H.5
81,-1,H.1
82,-1,H.2
83,-1,H.1
84,-1,H.2
86,-1,H.1
87,-1,H.2
-88,0,H.0
-87,0,D.3
-86,0,D.0
-85,0,H.0
-84,0,D.3
-83,0,D.0
-82,0,D.3
-81,0,D.0
-80,0,H.0
-79,0,D.3
-78,0,D.0
-77,0,H.0
-76,0,D.3
-75,0,D.0
-74,0,D.3
-73,0,D.0
-72,0,H.0
-71,0,D.3
-70,0,D.0
-69,0,D.3
-68,0,D.0
-67,0,H.0
-66,0,D.3
-65,0,D.0
-64,0,H.0
-63,0,D.3
-62,0,D.0
-61,0,D.3
-60,0,D.0
-59,0,H.0
-58,0,D.3
-57,0,D.0
-56,0,H.0
-55,0,D.3
-54,0,D.0
-53,0,D.3
-52,0,D.0
-51,0,H.0
-50,0,D.3
-49,0,D.0
-48,0,D.3
-47,0,D.0
-46,0,H.0
-45,0,D.3
-44,0,D.0
-43,0,H.0
-42,0,D.3
-41,0,D.0
-40,0,D.3
-39,0,D.0
-38,0,H.0
-37,0,D.3
-36,0,D.0
-35,0,D.3
-34,0,D.0
-33,0,H.0
-32,0,D.3
-31,0,D.0
-30,0,H.0
-29,0,D.3
-28,0,D.0
-27,0,D.3
-26,0,D.0
-25,0,H.0
-24,0,D.3
-23,0,D.0
-22,0,H.0
-21,0,D.3
-20,0,D.0
-19,0,D.3
-18,0,D.0
-17,0,H.0
-16,0,D.3
-15,0,D.0
-14,0,D.3
-13,0,D.0
-12,0,H.0
-11,0,D.3
-10,0,D.0
-9,0,H.0
-8,0,D.3
-7,0,D.0
-6,0,D.3
-5,0,D.0
-4,0,H.0
-3,0,D.3
-2,0,D.0
-1,0,H.0
1,0,H.3
2,0,D.3
3,0,D.0
4,0,H.3
5,0,D.3
6,0,D.0
7,0,D.3
8,0,D.0
9,0,H.3
10,0,D.3
11,0,D.0
12,0,H.3
13,0,D.3
14,0,D.0
15,0,D.3
16,0,D.0
17,0,H.3
18,0,D.3
19,0,D.0
20,0,D.3
21,0,D.0
22,0,H.3
23,0,D.3
24,0,D.0
25,0,H.3
26,0,D.3
27,0,D.0
28,0,D.3
29,0,D.0
30,0,H.3
31,0,D.3
32,0,D.0
33,0,H.3
34,0,D.3
35,0,D.0
36,0,D.3
37,0,D.0
38,0,H.3
39,0,D.3
40,0,D.0
41,0,D.3
42,0,D.0
43,0,H.3
44,0,D.3
45,0,D.0
46,0,H.3
47,0,D.3
48,0,D.0
49,0,D.3
50,0,D.0
51,0,H.3
52,0,D.3
53,0,D.0
54,0,D.3
55,0,D.0
56,0,H.3
57,0,D.3
58,0,D.0
59,0,H.3
60,0,D.3
61,0,D.0
62,0,D.3
63,0,D.0
64,0,H.3
65,0,D.3
66,0,D.0
67,0,H.3
68,0,D.3
69,0,D.0
70,0,D.3
71,0,D.0
72,0,H.3
73,0,D.3
74,0,D.0
75,0,D.3
76,0,D.0
77,0,H.3
78,0,D.3
79,0,D.0
80,0,H.3
81,0,D.3
82,0,D.0
83,0,D.3
84,0,D.0
85,0,H.3
86,0,D.3
87,0,D.0
88,0,H.3
-87,1,H.5
-86,1,H.4
-84,1,H.5
-83,1,H.4
-82,1,H.5
-81,1,H.4
-80,1,H.2
-79,1,H.5
-78,1,H.4
-76,1,H.5
-75,1,H.4
-74,1,H.5
-73,1,H.4
-72,1,H.2
-71,1,H.5
-70,1,H.4
-69,1,H.5
-68,1,H.4
-67,1,H.2
-66,1,H.5
-65,1,H.4
-64,1,H.2
-63,1,H.5
-62,1,H.4
-61,1,H.5
-60,1,H.4
-59,1,H.2
-58,1,H.5
-57,1,H.4
-55,1,H.5
-54,1,H.4
-53,1,H.5
-52,1,H.4
-51,1,H.2
-50,1,H.5
-49,1,H.4
-48,1,H.5
-47,1,H.4
-46,1,H.2
-45,1,H.5
-44,1,H.4
-43,1,H.2
-42,1,H.5
-41,1,H.4
-40,1,H.5
-39,1,H.4
-38,1,H.2
-37,1,H.5
-36,1,H.4
-35,1,H.5
-34,1,H.4
-33,1,H.2
-32,1,H.5
-31,1,H.4
-30,1,H.2
-29,1,H.5
-28,1,H.4
-27,1,H.5
-26,1,H.4
-25,1,H.2
-24,1,H.5
-23,1,H.4
-22,1,H.2
-21,1,H.5
-20,1,H.4
-19,1,H.5
-18,1,H.4
-17,1,H.2
-16,1,H.5
-15,1,H.4
-14,1,H.5
-13,1,H.4
-12,1,H.2
-11,1,H.5
-10,1,H.4
-9,1,H.2
-8,1,H.5
-7,1,H.4
-6,1,H.5
-5,1,H.4
-4,1,H.2
-3,1,H.5
-2,1,H.4
-1,1,H.5
0,1,H.4
1,1,H.2
2,1,H.5
3,1,H.4
4,1,H.2
5,1,H.5
6,1,H.4
7,1,H.5
8,1,H.4
9,1,H.2
10,1,H.5
11,1,H.4
12,1,H.2
13,1,H.5
14,1,H.4
15,1,H.5
16,1,H.4
17,1,H.2
18,1,H.5
19,1,H.4
20,1,H.5
21,1,H.4
22,1,H.2
23,1,H.5
24,1,H.4
25,1,H.2
26,1,H.5
27,1,H.4
28,1,H.5
29,1,H.4
30,1,H.2
31,1,H.5
32,1,H.4
33,1,H.2
34,1,H.5
35,1,H.4
36,1,H.5
37,1,H.4
38,1,H.2
39,1,H.5
40,1,H.4
41,1,H.5
42,1,H.4
43,1,H.2
44,1,H.5
45,1,H.4
46,1,H.2
47,1,H.5
48,1,H.4
49,1,H.5
50,1,H.4
51,1,H.2
52,1,H.5
53,1,H.4
54,1,H.5
55,1,H.4
56,1,H.2
57,1,H.5
58,1,H.4
59,1,H.2
60,1,H.5
61,1,H.4
62,1,H.5
63,1,H.4
64,1,H.2
65,1,H.5
66,1,H.4
67,1,H.2
68,1,H.5
69,1,H.4
70,1,H.5
71,1,H.4
72,1,H.2
73,1,H.5
74,1,H.4
75,1,H.5
76,1,H.4
77,1,H.2
78,1,H.5
79,1,H.4
80,1,H.2
81,1,H.5
82,1,H.4
83,1,H.5
84,1,H.4
85,1,H.2
86,1,H.5
87,1,H.4
-84,2,H.1
-83,2,D.5
-82,2,H.3
-81,2,D.4
-80,2,H.3
-76,2,H.1
-75,2,D.5
-74,2,H.3
-73,2,D.4
-72,2,H.3
-71,2,H.1
-70,2,D.5
-69,2,H.3
-68,2,D.4
-67,2,H.3
-66,2,H.1
-65,2,D.5
-64,2,H.3
-63,2,H.1
-62,2,D.5
-61,2,H.3
-60,2,D.4
-59,2,H.3
-55,2,H.1
-54,2,D.5
-53,2,H.3
-52,2,D.4
-51,2,H.3
-50,2,H.1
-49,2,D.5
-48,2,H.3
-47,2,D.4
-46,2,H.3
-45,2,H.1
-44,2,D.5
-43,2,H.3
-42,2,H.1
-41,2,D.5
-40,2,H.3
-39,2,D.4
-38,2,H.3
-37,2,H.1
-36,2,D.5
-35,2,H.3
-34,2,D.4
-33,2,H.3
-32,2,H.1
-31,2,D.5
-30,2,H.3
-29,2,H.1
-28,2,D.5
-27,2,H.3
-26,2,D.4
-25,2,H.3
-24,2,H.1
-23,2,D.5
-22,2,H.3
-21,2,H.1
-20,2,D.5
-19,2,H.3
-18,2,D.4
-17,2,H.3
-16,2,H.1
-15,2,D.5
-14,2,H.3
-13,2,D.4
-12,2,H.3
-11,2,H.1
-10,2,D.5
-9,2,H.3
-8,2,H.1
-7,2,D.5
-6,2,H.3
-5,2,D.4
-4,2,H.3
-3,2,H.1
-2,2,D.5
-1,2,H.3
0,2,D.4
1,2,H.3
2,2,H.1
3,2,D.5
4,2,H.3
5,2,H.1
6,2,D.5
7,2,H.3
8,2,D.4
9,2,H.3
10,2,H.1
11,2,D.5
12,2,H.3
13,2,H.1
14,2,D.5
15,2,H.3
16,2,D.4
17,2,H.3
18,2,H.1
19,2,D.5
20,2,H.3
21,2,D.4
22,2,H.3
23,2,H.1
24,2,D.5
25,2,H.3
26,2,H.1
27,2,D.5
28,2,H.3
29,2,D.4
30,2,H.3
31,2,H.1
32,2,D.5
33,2,H.3
34,2,H.1
35,2,D.5
36,2,H.3
37,2,D.4
38,2,H.3
39,2,H.1
40,2,D.5
41,2,H.3
42,2,D.4
43,2,H.3
44,2,H.1
45,2,D.5
46,2,H.3
47,2,H.1
48,2,D.5
49,2,H.3
50,2,D.4
51,2,H.3
52,2,H.1
53,2,D.5
54,2,H.3
55,2,D.4
56,2,H.3
57,2,H.1
58,2,D.5
59,2,H.3
60,2,H.1
61,2,D.5
62,2,H.3
63,2,D.4
64,2,H.3
65,2,H.1
66,2,D.5
67,2,H.3
68,2,H.1
69,2,D.5
70,2,H.3
71,2,D.4
72,2,H.3
73,2,H.1
74,2,D.5
75,2,H.3
76,2,D.4
77,2,H.3
78,2,H.1
79,2,D.5
80,2,H.3
81,2,H.1
82,2,D.5
83,2,H.3
84,2,D.4
85,2,H.3
-85,3,H.0
-84,3,D.2
-83,3,H.4
-82,3,H.0
-81,3,D.1
-77,3,H.0
-76,3,D.2
-75,3,H.4
-74,3,H.0
-73,3,D.1
-72,3,H.0
-71,3,D.2
-70,3,H.4
-69,3,H.0
-68,3,D.1
-67,3,H.0
-66,3,D.2
-65,3,H.4
-64,3,H.0
-63,3,D.2
-62,3,H.4
-61,3,H.0
-60,3,D.1
-56,3,H.0
-55,3,D.2
-54,3,H.4
-53,3,H.0
-52,3,D.1
-51,3,H.0
-50,3,D.2
-49,3,H.4
-48,3,H.0
-47,3,D.1
-46,3,H.0
-45,3,D.2
-44,3,H.4
-43,3,H.0
-42,3,D.2
-41,3,H.4
-40,3,H.0
-39,3,D.1
-38,3,H.0
-37,3,D.2
-36,3,H.4
-35,3,H.0
-34,3,D.1
-33,3,H.0
-32,3,D.2
-31,3,H.4
-30,3,H.0
-29,3,D.2
-28,3,H.4
-27,3,H.0
-26,3,D.1
-25,3,H.0
-24,3,D.2
-23,3,H.4
-22,3,H.0
-21,3,D.2
-20,3,H.4
-19,3,H.0
-18,3,D.1
-17,3,H.0
-16,3,D.2
-15,3,H.4
-14,3,H.0
-13,3,D.1
-12,3,H.0
-11,3,D.2
-10,3,H.4
-9,3,H.0
-8,3,D.2
-7,3,H.4
-6,3,H.0
-5,3,D.1
-4,3,H.0
-3,3,D.2
-2,3,H.4
-1,3,H.0
0,3,D.1
1,3,H.0
2,3,D.2
3,3,H.4
4,3,H.0
5,3,D.2
6,3,H.4
7,3,H.0
8,3,D.1
9,3,H.0
10,3,D.2
11,3,H.4
12,3,H.0
13,3,D.2
14,3,H.4
15,3,H.0
16,3,D.1
17,3,H.0
18,3,D.2
19,3,H.4
20,3,H.0
21,3,D.1
22,3,H.0
23,3,D.2
24,3,H.4
25,3,H.0
26,3,D.2
27,3,H.4
28,3,H.0
29,3,D.1
30,3,H.0
31,3,D.2
32,3,H.4
33,3,H.0
34,3,D.2
35,3,H.4
36,3,H.0
37,3,D.1
38,3,H.0
39,3,D.2
40,3,H.4
41,3,H.0
42,3,D.1
43,3,H.0
44,3,D.2
45,3,H.4
46,3,H.0
47,3,D.2
48,3,H.4
49,3,H.0
50,3,D.1
51,3,H.0
52,3,D.2
53,3,H.4
54,3,H.0
55,3,D.1
56,3,H.0
57,3,D.2
58,3,H.4
59,3,H.0
60,3,D.2
61,3,H.4
62,3,H.0
63,3,D.1
64,3,H.0
65,3,D.2
66,3,H.4
67,3,H.0
68,3,D.2
69,3,H.4
70,3,H.0
71,3,D.1
72,3,H.0
73,3,D.2
74,3,H.4
75,3,H.0
76,3,D.1
77,3,H.0
78,3,D.2
79,3,H.4
80,3,H.0
81,3,D.2
82,3,H.4
83,3,H.0
84,3,D.1
-85,4,H.5
-82,4,H.5
-81,4,H.4
-77,4,H.5
-76,4,H.1
-75,4,H.2
-74,4,H.5
-73,4,H.4
-72,4,H.5
-71,4,H.1
-70,4,H.2
-69,4,H.5
-68,4,H.4
-67,4,H.2
-66,4,H.1
-65,4,H.2
-64,4,H.5
-61,4,H.5
-60,4,H.4
-56,4,H.5
-55,4,H.1
-54,4,H.2
-53,4,H.5
-52,4,H.4
-51,4,H.5
-50,4,H.1
-49,4,H.2
-48,4,H.5
-47,4,H.4
-46,4,H.2
-45,4,H.1
-44,4,H.2
-43,4,H.5
-42,4,H.1
-41,4,H.2
-40,4,H.5
-39,4,H.4
-38,4,H.5
-37,4,H.1
-36,4,H.2
-35,4,H.5
-34,4,H.4
-33,4,H.2
-32,4,H.1
-31,4,H.2
-30,4,H.5
-29,4,H.1
-28,4,H.2
-27,4,H.5
-26,4,H.4
-25,4,H.2
-24,4,H.1
-23,4,H.2
-22,4,H.5
-21,4,H.1
-20,4,H.2
-19,4,H.5
-18,4,H.4
-17,4,H.5
-16,4,H.1
-15,4,H.2
-14,4,H.5
-13,4,H.4
-12,4,H.2
-11,4,H.1
-10,4,H.2
-9,4,H.5
-8,4,H.1
-7,4,H.2
-6,4,H.5
-5,4,H.4
-4,4,H.5
-3,4,H.1
-2,4,H.2
-1,4,H.5
0,4,H.4
1,4,H.2
2,4,H.1
3,4,H.2
4,4,H.5
5,4,H.1
6,4,H.2
7,4,H.5
8,4,H.4
9,4,H.2
10,4,H.1
11,4,H.2
12,4,H.5
13,4,H.1
14,4,H.2
15,4,H.5
16,4,H.4
17,4,H.5
18,4,H.1
19,4,H.2
20,4,H.5
21,4,H.4
22,4,H.2
23,4,H.1
24,4,H.2
25,4,H.5
26,4,H.1
27,4,H.2
28,4,H.5
29,4,H.4
30,4,H.2
31,4,H.1
32,4,H.2
33,4,H.5
34,4,H.1
35,4,H.2
36,4,H.5
37,4,H.4
38,4,H.5
39,4,H.1
40,4,H.2
41,4,H.5
42,4,H.4
43,4,H.2
44,4,H.1
45,4,H.2
46,4,H.5
47,4,H.1
48,4,H.2
49,4,H.5
50,4,H.4
51,4,H.5
52,4,H.1
53,4,H.2
54,4,H.5
55,4,H.4
56,4,H.2
57,4,H.1
58,4,H.2
59,4,H.5
60,4,H.1
61,4,H.2
62,4,H.5
63,4,H.4
64,4,H.2
65,4,H.1
66,4,H.2
67,4,H.5
68,4,H.1
69,4,H.2
70,4,H.5
71,4,H.4
72,4,H.5
73,4,H.1
74,4,H.2
75,4,H.5
76,4,H.4
77,4,H.2
78,4,H.1
79,4,H.2
80,4,H.5
83,4,H.5
84,4,H.4
-76,5,D.4
-75,5,H.3
-74,5,H.1
-73,5,D.5
-72,5,H.3
-71,5,D.3
-70,5,D.0
-69,5,H.3
-68,5,D.4
-67,5,H.3
-66,5,D.3
-65,5,D.0
-64,5,H.3
-55,5,D.4
-54,5,H.3
-53,5,H.1
-52,5,D.5
-51,5,H.3
-50,5,D.3
-49,5,D.0
-48,5,H.3
-47,5,D.4
-46,5,H.3
-45,5,D.3
-44,5,D.0
-43,5,H.3
-42,5,D.4
-41,5,H.3
-40,5,H.1
-39,5,D.5
-38,5,H.3
-37,5,D.3
-36,5,D.0
-35,5,H.3
-34,5,D.4
-33,5,H.3
-32,5,D.3
-31,5,D.0
-30,5,H.3
-29,5,D.4
-28,5,H.3
-27,5,H.1
-26,5,D.5
-25,5,H.3
-24,5,D.3
-23,5,D.0
-22,5,H.3
-21,5,D.4
-20,5,H.3
-19,5,H.1
-18,5,D.5
-17,5,H.3
-16,5,D.3
-15,5,D.0
-14,5,H.3
-13,5,D.4
-12,5,H.3
-11,5,D.3
-10,5,D.0
-9,5,H.3
-8,5,D.4
-7,5,H.3
-6,5,H.1
-5,5,D.5
-4,5,H.3
-3,5,D.3
-2,5,D.0
-1,5,H.3
0,5,D.4
1,5,H.3
2,5,D.3
3,5,D.0
4,5,H.3
5,5,D.4
6,5,H.3
7,5,H.1
8,5,D.5
9,5,H.3
10,5,D.3
11,5,D.0
12,5,H.3
13,5,D.4
14,5,H.3
15,5,H.1
16,5,D.5
17,5,H.3
18,5,D.3
19,5,D.0
20,5,H.3
21,5,D.4
22,5,H.3
23,5,D.3
24,5,D.0
25,5,H.3
26,5,D.4
27,5,H.3
28,5,H.1
29,5,D.5
30,5,H.3
31,5,D.3
32,5,D.0
33,5,H.3
34,5,D.4
35,5,H.3
36,5,H.1
37,5,D.5
38,5,H.3
39,5,D.3
40,5,D.0
41,5,H.3
42,5,D.4
43,5,H.3
44,5,D.3
45,5,D.0
46,5,H.3
47,5,D.4
48,5,H.3
49,5,H.1
50,5,D.5
51,5,H.3
52,5,D.3
53,5,D.0
54,5,H.3
55,5,D.4
56,5,H.3
57,5,D.3
58,5,D.0
59,5,H.3
60,5,D.4
61,5,H.3
62,5,H.1
63,5,D.5
64,5,H.3
65,5,D.3
66,5,D.0
67,5,H.3
68,5,D.4
69,5,H.3
70,5,H.1
71,5,D.5
72,5,H.3
73,5,D.3
74,5,D.0
75,5,H.3
76,5,D.4
77,5,H.3
78,5,D.3
79,5,D.0
80,5,H.3
-77,6,H.0
-76,6,D.1
-75,6,H.0
-74,6,D.2
-73,6,H.4
-72,6,H.2
-71,6,H.5
-70,6,H.4
-69,6,H.0
-68,6,D.1
-67,6,H.2
-66,6,H.5
-65,6,H.4
-56,6,H.0
-55,6,D.1
-54,6,H.0
-53,6,D.2
-52,6,H.4
-51,6,H.2
-50,6,H.5
-49,6,H.4
-48,6,H.0
-47,6,D.1
-46,6,H.2
-45,6,H.5
-44,6,H.4
-43,6,H.0
-42,6,D.1
-41,6,H.0
-40,6,D.2
-39,6,H.4
-38,6,H.2
-37,6,H.5
-36,6,H.4
-35,6,H.0
-34,6,D.1
-33,6,H.2
-32,6,H.5
-31,6,H.4
-30,6,H.0
-29,6,D.1
-28,6,H.0
-27,6,D.2
-26,6,H.4
-25,6,H.2
-24,6,H.5
-23,6,H.4
-22,6,H.0
-21,6,D.1
-20,6,H.0
-19,6,D.2
-18,6,H.4
-17,6,H.2
-16,6,H.5
-15,6,H.4
-14,6,H.0
-13,6,D.1
-12,6,H.2
-11,6,H.5
-10,6,H.4
-9,6,H.0
-8,6,D.1
-7,6,H.0
-6,6,D.2
-5,6,H.4
-4,6,H.2
-3,6,H.5
-2,6,H.4
-1,6,H.0
0,6,D.1
1,6,H.2
2,6,H.5
3,6,H.4
4,6,H.0
5,6,D.1
6,6,H.0
7,6,D.2
8,6,H.4
9,6,H.2
10,6,H.5
11,6,H.4
12,6,H.0
13,6,D.1
14,6,H.0
15,6,D.2
16,6,H.4
17,6,H.2
18,6,H.5
19,6,H.4
20,6,H.0
21,6,D.1
22,6,H.2
23,6,H.5
24,6,H.4
25,6,H.0
26,6,D.1
27,6,H.0
28,6,D.2
29,6,H.4
30,6,H.2
31,6,H.5
32,6,H.4
33,6,H.0
34,6,D.1
35,6,H.0
36,6,D.2
37,6,H.4
38,6,H.2
39,6,H.5
40,6,H.4
41,6,H.0
42,6,D.1
43,6,H.2
44,6,H.5
45,6,H.4
46,6,H.0
47,6,D.1
48,6,H.0
49,6,D.2
50,6,H.4
51,6,H.2
52,6,H.5
53,6,H.4
54,6,H.0
55,6,D.1
56,6,H.2
57,6,H.5
58,6,H.4
59,6,H.0
60,6,D.1
61,6,H.0
62,6,D.2
63,6,H.4
64,6,H.2
65,6,H.5
66,6,H.4
67,6,H.0
68,6,D.1
69,6,H.0
70,6,D.2
71,6,H.4
72,6,H.2
73,6,H.5
74,6,H.4
75,6,H.0
76,6,D.1
77,6,H.2
78,6,H.5
79,6,H.4
-79,7,H.1
-78,7,H.2
-77,7,H.5
-76,7,H.1
-75,7,D.5
-74,7,H.3
-73,7,D.4
-72,7,H.3
-71,7,H.1
-70,7,H.2
-69,7,H.5
-68,7,D.4
-67,7,H.3
-58,7,H.1
-57,7,H.2
-56,7,H.5
-55,7,H.1
-54,7,D.5
-53,7,H.3
-52,7,D.4
-51,7,H.3
-50,7,H.1
-49,7,H.2
-48,7,H.5
-47,7,D.4
-46,7,H.3
-45,7,H.1
-44,7,H.2
-43,7,H.5
-42,7,H.1
-41,7,D.5
-40,7,H.3
-39,7,D.4
-38,7,H.3
-37,7,H.1
-36,7,H.2
-35,7,H.5
-34,7,D.4
-33,7,H.3
-32,7,H.1
-31,7,H.2
-30,7,H.5
-29,7,H.1
-28,7,D.5
-27,7,H.3
-26,7,D.4
-25,7,H.3
-24,7,H.1
-23,7,H.2
-22,7,H.5
-21,7,H.1
-20,7,D.5
-19,7,H.3
-18,7,D.4
-17,7,H.3
-16,7,H.1
-15,7,H.2
-14,7,H.5
-13,7,D.4
-12,7,H.3
-11,7,H.1
-10,7,H.2
-9,7,H.5
-8,7,H.1
-7,7,D.5
-6,7,H.3
-5,7,D.4
-4,7,H.3
-3,7,H.1
-2,7,H.2
-1,7,H.5
0,7,D.4
1,7,H.3
2,7,H.1
3,7,H.2
4,7,H.5
5,7,H.1
6,7,D.5
7,7,H.3
8,7,D.4
9,7,H.3
10,7,H.1
11,7,H.2
12,7,H.5
13,7,H.1
14,7,D.5
15,7,H.3
16,7,D.4
17,7,H.3
18,7,H.1
19,7,H.2
20,7,H.5
21,7,D.4
22,7,H.3
23,7,H.1
24,7,H.2
25,7,H.5
26,7,H.1
27,7,D.5
28,7,H.3
29,7,D.4
30,7,H.3
31,7,H.1
32,7,H.2
33,7,H.5
34,7,H.1
35,7,D.5
36,7,H.3
37,7,D.4
38,7,H.3
39,7,H.1
40,7,H.2
41,7,H.5
42,7,D.4
43,7,H.3
44,7,H.1
45,7,H.2
46,7,H.5
47,7,H.1
48,7,D.5
49,7,H.3
50,7,D.4
51,7,H.3
52,7,H.1
53,7,H.2
54,7,H.5
55,7,D.4
56,7,H.3
57,7,H.1
58,7,H.2
59,7,H.5
60,7,H.1
61,7,D.5
62,7,H.3
63,7,D.4
64,7,H.3
65,7,H.1
66,7,H.2
67,7,H.5
68,7,H.1
69,7,D.5
70,7,H.3
71,7,D.4
72,7,H.3
73,7,H.1
74,7,H.2
75,7,H.5
76,7,D.4
77,7,H.3
-80,8,H.0
-79,8,D.3
-78,8,D.0
-77,8,H.0
-76,8,D.2
-75,8,H.4
-74,8,H.0
-73,8,D.1
-72,8,H.0
-71,8,D.3
-70,8,D.0
-69,8,H.0
-68,8,D.1
-59,8,H.0
-58,8,D.3
-57,8,D.0
-56,8,H.0
-55,8,D.2
-54,8,H.4
-53,8,H.0
-52,8,D.1
-51,8,H.0
-50,8,D.3
-49,8,D.0
-48,8,H.0
-47,8,D.1
-46,8,H.0
-45,8,D.3
-44,8,D.0
-43,8,H.0
-42,8,D.2
-41,8,H.4
-40,8,H.0
-39,8,D.1
-38,8,H.0
-37,8,D.3
-36,8,D.0
-35,8,H.0
-34,8,D.1
-33,8,H.0
-32,8,D.3
-31,8,D.0
-30,8,H.0
-29,8,D.2
-28,8,H.4
-27,8,H.0
-26,8,D.1
-25,8,H.0
-24,8,D.3
-23,8,D.0
-22,8,H.0
-21,8,D.2
-20,8,H.4
-19,8,H.0
-18,8,D.1
-17,8,H.0
-16,8,D.3
-15,8,D.0
-14,8,H.0
-13,8,D.1
-12,8,H.0
-11,8,D.3
-10,8,D.0
-9,8,H.0
-8,8,D.2
-7,8,H.4
-6,8,H.0
-5,8,D.1
-4,8,H.0
-3,8,D.3
-2,8,D.0
-1,8,H.0
0,8,D.1
1,8,H.0
2,8,D.3
3,8,D.0
4,8,H.0
5,8,D.2
6,8,H.4
7,8,H.0
8,8,D.1
9,8,H.0
10,8,D.3
11,8,D.0
12,8,H.0
13,8,D.2
14,8,H.4
15,8,H.0
16,8,D.1
17,8,H.0
18,8,D.3
19,8,D.0
20,8,H.0
21,8,D.1
22,8,H.0
23,8,D.3
24,8,D.0
25,8,H.0
26,8,D.2
27,8,H.4
28,8,H.0
29,8,D.1
30,8,H.0
31,8,D.3
32,8,D.0
33,8,H.0
34,8,D.2
35,8,H.4
36,8,H.0
37,8,D.1
38,8,H.0
39,8,D.3
40,8,D.0
41,8,H.0
42,8,D.1
43,8,H.0
44,8,D.3
45,8,D.0
46,8,H.0
47,8,D.2
48,8,H.4
49,8,H.0
50,8,D.1
51,8,H.0
52,8,D.3
53,8,D.0
54,8,H.0
55,8,D.1
56,8,H.0
57,8,D.3
58,8,D.0
59,8,H.0
60,8,D.2
61,8,H.4
62,8,H.0
63,8,D.1
64,8,H.0
65,8,D.3
66,8,D.0
67,8,H.0
68,8,D.2
69,8,H.4
70,8,H.0
71,8,D.1
72,8,H.0
73,8,D.3
74,8,D.0
75,8,H.0
76,8,D.1
-79,9,H.5
-78,9,H.4
-77,9,H.5
-74,9,H.5
-73,9,H.4
-71,9,H.5
-70,9,H.4
-69,9,H.5
-68,9,H.4
-67,9,H.2
-58,9,H.5
-57,9,H.4
-56,9,H.5
-55,9,H.1
-54,9,H.2
-53,9,H.5
-52,9,H.4
-51,9,H.2
-50,9,H.5
-49,9,H.4
-48,9,H.5
-47,9,H.4
-46,9,H.2
-45,9,H.5
-44,9,H.4
-43,9,H.5
-42,9,H.1
-41,9,H.2
-40,9,H.5
-39,9,H.4
-38,9,H.2
